Date,price_EUR,ab_test,vehicle_type,registration_year,transmission,power_ps,odometer_km,registration_month
20-03-2016,3100,test,cabrio,1999,manuell,110,150000,2
25-03-2016,2750,control,cabrio,2004,manuell,109,150000,5
10-04-2016,980,test,bus,2000,manuell,101,150000,10
09-04-2016,4500,control,kleinwagen,2003,manuell,75,150000,5
06-04-2016,19500,control,coupe,2006,automatik,258,125000,5
14-04-2016,28999,test,limousine,2015,manuell,122,10000,9
03-04-2016,5000,test,kombi,2006,automatik,140,150000,1
21-03-2016,700,test,limousine,1997,manuell,75,150000,9
22-04-2016,650,control,bus,2001,manuell,147,150000,2
01-04-2016,2400,test,limousine,2002,automatik,113,150000,5
04-04-2016,5600,test,limousine,2010,manuell,122,70000,5
27-04-2016,8500,test,kombi,2007,manuell,140,150000,5
18-04-2016,12590,test,bus,2012,manuell,105,150000,6
16-04-2016,1600,control,kombi,1998,automatik,136,150000,2
12-04-2016,12000,test,limousine,2010,automatik,156,70000,1
09-04-2016,13500,test,kombi,2009,automatik,143,70000,5
29-03-2016,3950,test,kleinwagen,2006,manuell,68,150000,11
10-04-2016,800,control,kombi,1996,automatik,150,150000,10
10-04-2016,850,control,limousine,2002,manuell,75,150000,5
02-04-2016,1490,test,limousine,1998,manuell,75,150000,2
09-04-2016,5199,test,kleinwagen,2010,manuell,75,150000,2
14-04-2016,9250,control,limousine,2010,manuell,80,40000,10
23-03-2016,2100,test,limousine,2000,manuell,101,150000,7
14-04-2016,1850,control,bus,2002,manuell,147,150000,5
08-03-2016,1850,control,limousine,1999,manuell,194,150000,10
26-04-2016,3250,control,kombi,2003,manuell,143,150000,11
16-03-2016,2000,test,coupe,1993,manuell,165,150000,1
19-03-2016,5400,test,bus,2006,manuell,120,150000,3
30-03-2016,6499,control,limousine,2009,manuell,116,100000,3
03-04-2016,2900,control,limousine,2002,manuell,101,150000,10
09-04-2016,1100,control,limousine,1998,manuell,150,150000,1
24-04-2016,5500,control,kleinwagen,2008,manuell,69,150000,6
24-04-2016,24500,test,suv,2009,automatik,235,125000,6
16-04-2016,2950,control,cabrio,2002,manuell,110,150000,1
11-04-2016,4150,test,kleinwagen,2006,manuell,69,50000,6
05-03-2016,6200,test,Unknown,2016,manuell,140,150000,6
27-04-2016,2450,control,limousine,2001,manuell,90,150000,4
03-03-2016,1050,test,kombi,1998,manuell,150,150000,8
02-03-2016,1500,control,bus,1994,manuell,55,150000,4
16-03-2016,9999,control,bus,2010,manuell,120,40000,8
07-04-2016,3400,test,limousine,2002,manuell,197,150000,11
20-04-2016,9999,control,suv,2012,manuell,110,150000,10
25-04-2016,1650,test,kleinwagen,2003,manuell,54,100000,10
01-03-2016,7200,control,limousine,2003,automatik,150,125000,5
28-03-2016,14200,test,kombi,2011,manuell,200,150000,8
22-04-2016,3999,test,kombi,2008,manuell,86,150000,11
28-03-2016,650,control,limousine,2001,manuell,211,150000,6
19-04-2016,13500,control,bus,2010,manuell,193,60000,5
22-03-2016,4350,control,limousine,2002,manuell,131,150000,4
08-04-2016,7200,test,kleinwagen,2009,automatik,90,80000,12
25-04-2016,990,test,limousine,1995,manuell,102,150000,2
30-04-2016,22250,control,suv,2015,manuell,136,10000,9
06-04-2016,5950,test,limousine,2007,manuell,80,100000,1
01-04-2016,15999,control,cabrio,2004,automatik,245,150000,1
12-03-2016,28000,control,coupe,2009,manuell,354,60000,7
09-03-2016,7052,test,kleinwagen,2013,manuell,75,30000,2
07-04-2016,5000,control,limousine,2002,automatik,184,150000,1
28-03-2016,5100,test,limousine,2007,manuell,86,100000,7
05-04-2016,15400,control,limousine,2006,automatik,367,150000,2
02-03-2016,21900,test,coupe,2007,manuell,265,100000,9
14-04-2016,3550,control,kombi,2006,manuell,101,150000,6
06-04-2016,1199,test,limousine,2002,manuell,82,150000,4
27-03-2016,1600,test,kleinwagen,2004,manuell,45,150000,5
29-03-2016,11000,test,kleinwagen,2012,manuell,105,60000,10
05-04-2016,780,test,Unknown,2016,manuell,58,150000,7
07-04-2016,13900,test,limousine,2008,automatik,177,150000,8
07-03-2016,5600,test,limousine,1992,manuell,75,150000,7
08-04-2016,4400,test,kleinwagen,2005,manuell,101,125000,4
02-03-2016,2250,test,kombi,2003,manuell,101,150000,3
20-04-2016,8980,control,kombi,2005,automatik,163,50000,10
14-03-2016,1800,control,limousine,1998,manuell,122,150000,3
15-03-2016,11800,test,cabrio,2005,manuell,211,100000,12
13-03-2016,13999,test,limousine,2006,manuell,199,90000,2
03-04-2016,2000,control,bus,1996,manuell,68,150000,12
14-03-2016,1299,control,kombi,1998,manuell,75,100000,5
20-03-2016,21499,control,cabrio,2009,automatik,211,90000,11
10-04-2016,3199,control,limousine,1999,manuell,131,60000,7
26-04-2016,1400,test,kleinwagen,1997,manuell,60,90000,5
03-04-2016,17900,test,bus,2014,manuell,129,150000,3
05-03-2016,3300,control,kleinwagen,2004,manuell,75,125000,10
16-04-2016,1999,test,kombi,2005,manuell,109,125000,9
28-03-2016,23900,control,cabrio,1992,manuell,180,100000,6
18-03-2016,11950,control,limousine,2009,manuell,143,125000,3
25-03-2016,5299,control,kleinwagen,2009,manuell,60,90000,12
17-04-2016,13500,test,kombi,2012,manuell,136,100000,12
10-03-2016,14900,control,bus,2008,automatik,272,150000,5
19-04-2016,2200,test,kleinwagen,1999,manuell,50,150000,8
23-03-2016,5900,test,bus,2005,manuell,150,125000,3
11-03-2016,3900,control,cabrio,2007,manuell,135,150000,3
25-03-2016,4499,test,kleinwagen,2009,manuell,101,150000,7
29-03-2016,5900,control,cabrio,1993,manuell,115,125000,2
19-04-2016,8888,control,cabrio,2007,manuell,102,80000,6
28-04-2016,1490,test,cabrio,1999,manuell,75,150000,3
04-04-2016,19500,test,limousine,2012,manuell,163,150000,9
06-03-2016,14500,test,kombi,2011,automatik,170,150000,9
16-04-2016,9900,test,cabrio,2008,manuell,126,60000,3
09-03-2016,3690,test,kombi,2001,manuell,179,150000,10
08-03-2016,1690,control,kleinwagen,2001,manuell,75,150000,10
14-03-2016,900,test,kleinwagen,2002,manuell,58,150000,10
18-04-2016,31990,test,limousine,2013,automatik,204,50000,9
19-03-2016,39000,control,cabrio,2006,automatik,398,30000,6
05-03-2016,2800,test,limousine,2006,manuell,88,90000,9
08-04-2016,1599,control,limousine,1999,manuell,170,150000,2
27-03-2016,14190,control,limousine,2014,manuell,90,20000,3
02-04-2016,11000,test,cabrio,2010,manuell,120,50000,6
05-04-2016,6870,test,suv,2007,manuell,141,70000,6
02-03-2016,2250,test,bus,2003,manuell,91,150000,11
18-04-2016,1250,test,limousine,2003,manuell,83,30000,9
14-03-2016,1250,control,Unknown,2016,manuell,90,150000,10
05-03-2016,1699,test,kleinwagen,1998,manuell,101,150000,8
24-03-2016,18250,control,bus,2011,automatik,170,150000,11
21-03-2016,750,control,kleinwagen,1999,manuell,60,150000,11
01-04-2016,16699,control,limousine,2011,automatik,170,100000,7
22-04-2016,5950,control,kleinwagen,2011,manuell,61,70000,10
21-03-2016,3790,test,kombi,2002,automatik,131,150000,5
25-04-2016,4450,test,limousine,2005,manuell,125,125000,3
17-03-2016,4550,control,kleinwagen,2006,manuell,60,80000,9
08-04-2016,900,control,kleinwagen,1999,manuell,75,150000,11
21-03-2016,5400,control,limousine,1984,automatik,90,150000,10
25-04-2016,2100,control,bus,2003,manuell,75,150000,8
14-03-2016,590,control,kombi,1999,manuell,116,150000,7
06-04-2016,3200,control,kleinwagen,2010,manuell,60,100000,7
18-03-2016,1550,control,limousine,1999,automatik,150,150000,4
13-04-2016,4200,test,limousine,2007,manuell,101,90000,5
19-03-2016,23500,test,bus,2012,manuell,140,90000,6
17-03-2016,1700,test,bus,2003,manuell,146,150000,8
15-03-2016,7500,control,kleinwagen,2012,manuell,86,100000,2
17-04-2016,6950,test,limousine,2001,manuell,150,150000,4
09-04-2016,1500,control,kombi,1992,automatik,147,150000,7
03-03-2016,4800,test,kleinwagen,2007,manuell,75,125000,1
29-03-2016,1000,test,limousine,1999,manuell,75,150000,7
15-04-2016,6200,control,bus,2006,manuell,140,150000,8
03-03-2016,2500,control,limousine,2004,manuell,101,150000,3
11-04-2016,13500,test,suv,2012,manuell,135,125000,5
15-04-2016,13750,control,limousine,2011,manuell,177,90000,5
27-03-2016,11500,control,limousine,2009,manuell,122,90000,7
25-04-2016,1650,control,kleinwagen,2000,manuell,75,150000,3
23-03-2016,3499,test,limousine,2002,manuell,116,150000,7
16-04-2016,16000,control,bus,2012,manuell,200,150000,7
23-03-2016,1550,test,kombi,2003,automatik,163,150000,10
23-04-2016,7450,test,kombi,2005,automatik,163,150000,9
07-03-2016,4500,test,coupe,1998,manuell,193,150000,3
24-04-2016,800,test,kleinwagen,1997,manuell,60,150000,3
26-04-2016,10500,control,limousine,2012,manuell,132,60000,11
17-03-2016,800,control,kleinwagen,1998,manuell,60,150000,6
27-04-2016,999,test,coupe,2001,manuell,76,150000,6
09-04-2016,2850,test,limousine,2003,automatik,145,125000,11
28-03-2016,1100,test,kleinwagen,2002,manuell,58,150000,4
04-03-2016,500,control,kombi,1996,automatik,150,150000,12
23-04-2016,22900,test,suv,2009,automatik,249,150000,11
21-03-2016,1000,control,limousine,1998,automatik,150,150000,4
16-04-2016,1200,control,kleinwagen,1999,manuell,44,150000,10
05-04-2016,550,control,Unknown,2000,manuell,54,125000,5
03-04-2016,7200,test,kleinwagen,2012,manuell,60,40000,9
21-04-2016,3900,test,limousine,2001,manuell,163,125000,5
25-03-2016,1999,test,cabrio,2002,Unknown,61,90000,2
12-04-2016,1500,control,coupe,2001,automatik,170,150000,8
15-04-2016,21990,test,limousine,2011,manuell,177,125000,6
16-03-2016,3900,control,coupe,2010,automatik,61,90000,6
07-04-2016,800,test,limousine,1998,manuell,102,150000,10
09-04-2016,1600,test,kombi,2002,automatik,109,150000,6
19-04-2016,19500,test,bus,2001,automatik,245,150000,1
29-03-2016,2650,test,bus,2006,manuell,90,150000,9
03-03-2016,850,control,kombi,1997,manuell,170,150000,3
13-04-2016,2499,control,kleinwagen,2007,manuell,58,150000,3
26-04-2016,17200,test,suv,2009,automatik,239,150000,9
21-03-2016,1250,test,kleinwagen,2003,manuell,75,150000,3
24-03-2016,16499,control,kombi,2010,automatik,245,125000,4
11-04-2016,27000,test,limousine,2009,automatik,245,125000,5
20-03-2016,3000,control,kleinwagen,1983,manuell,50,150000,3
08-04-2016,7290,test,cabrio,2007,manuell,87,90000,10
21-04-2016,2000,test,kleinwagen,2005,manuell,110,150000,9
03-03-2016,7590,test,kombi,2006,manuell,170,150000,12
03-04-2016,5799,control,bus,2009,manuell,125,150000,10
27-03-2016,4000,test,kombi,2009,manuell,131,90000,7
13-04-2016,4500,control,cabrio,2001,manuell,192,150000,11
29-04-2016,990,control,kleinwagen,1999,manuell,58,150000,2
23-03-2016,5200,control,kleinwagen,2009,manuell,95,100000,9
23-04-2016,3100,control,limousine,1999,manuell,150,150000,8
14-03-2016,1350,control,kleinwagen,1997,manuell,50,150000,10
22-04-2016,4100,test,limousine,2007,manuell,140,150000,11
18-04-2016,1150,test,limousine,1993,manuell,75,90000,12
24-04-2016,28500,control,suv,2008,automatik,286,150000,10
28-03-2016,5900,test,limousine,1993,manuell,109,150000,4
12-04-2016,4500,test,cabrio,1995,manuell,174,150000,7
01-04-2016,5700,control,bus,2007,manuell,140,150000,11
23-04-2016,1650,test,kleinwagen,2001,manuell,60,150000,5
04-04-2016,8950,control,bus,2008,manuell,129,80000,9
24-04-2016,1150,test,limousine,2003,manuell,110,150000,3
19-04-2016,3450,control,bus,1993,automatik,78,150000,7
13-04-2016,2850,control,coupe,2008,automatik,70,125000,5
01-03-2016,3800,test,limousine,2003,manuell,143,100000,1
09-04-2016,3950,test,kleinwagen,2008,manuell,90,125000,3
20-04-2016,14400,test,coupe,2011,manuell,143,40000,2
25-03-2016,950,test,kombi,1999,manuell,160,150000,3
27-04-2016,3900,control,kombi,2002,manuell,131,150000,11
25-04-2016,800,test,kleinwagen,1998,manuell,50,150000,5
21-04-2016,950,test,limousine,1999,manuell,75,150000,9
10-03-2016,1400,control,kleinwagen,2000,manuell,60,40000,12
26-04-2016,1950,test,limousine,1989,automatik,118,150000,12
21-03-2016,11499,control,limousine,2008,automatik,235,150000,7
01-04-2016,3800,control,limousine,2008,manuell,120,150000,9
19-04-2016,1800,control,kleinwagen,2008,manuell,67,150000,2
25-03-2016,2999,test,suv,2004,automatik,140,150000,6
21-03-2016,10300,test,kombi,2006,manuell,163,150000,9
01-04-2016,13800,test,limousine,2012,automatik,140,70000,2
28-03-2016,4999,test,kombi,2004,manuell,150,150000,5
23-03-2016,14950,control,kombi,2008,automatik,256,150000,4
17-04-2016,2800,control,bus,2000,manuell,102,150000,7
15-03-2016,850,control,bus,1999,manuell,145,150000,4
21-04-2016,15900,control,kombi,2012,manuell,165,80000,2
23-03-2016,2000,test,andere,1998,manuell,75,150000,3
12-04-2016,3990,test,kombi,2004,automatik,122,150000,3
11-04-2016,5400,test,kombi,2009,manuell,86,60000,9
10-04-2016,4500,control,limousine,1997,manuell,170,70000,3
21-03-2016,4800,test,kleinwagen,2008,manuell,155,150000,9
12-04-2016,5900,test,limousine,2004,manuell,150,125000,6
10-04-2016,3200,test,bus,1998,manuell,141,125000,6
30-03-2016,42999,control,bus,2014,manuell,179,30000,3
04-04-2016,14700,test,suv,2015,manuell,86,10000,4
29-03-2016,1200,test,cabrio,2000,manuell,75,150000,2
15-04-2016,5750,test,kleinwagen,2008,manuell,95,40000,5
16-04-2016,1300,test,kombi,1996,manuell,136,150000,6
08-04-2016,2700,control,coupe,1997,manuell,150,150000,6
05-03-2016,3250,test,kombi,2002,manuell,116,150000,2
13-04-2016,9499,test,limousine,2012,manuell,105,50000,3
07-03-2016,1450,control,limousine,1998,manuell,100,150000,6
02-03-2016,4200,test,bus,2006,manuell,90,100000,1
03-03-2016,800,control,kombi,2001,manuell,150,150000,3
29-04-2016,1999,control,kleinwagen,2001,manuell,60,125000,5
12-03-2016,18700,control,coupe,2007,automatik,286,150000,9
04-04-2016,8499,test,limousine,2011,manuell,100,80000,11
16-03-2016,5500,test,limousine,2001,automatik,150,150000,7
28-03-2016,3400,control,coupe,1999,manuell,150,150000,9
19-03-2016,4450,control,coupe,2005,manuell,116,150000,3
12-04-2016,1650,control,kleinwagen,1997,manuell,50,40000,2
05-04-2016,8499,test,kleinwagen,2006,manuell,116,70000,12
23-03-2016,2500,control,kleinwagen,2003,manuell,105,100000,3
27-04-2016,18500,control,limousine,2007,automatik,232,150000,9
14-03-2016,1159,control,kleinwagen,1999,manuell,60,90000,8
21-03-2016,2200,test,kleinwagen,2001,manuell,60,150000,1
21-04-2016,22900,test,limousine,2015,automatik,105,5000,8
07-03-2016,3200,control,kleinwagen,2003,Unknown,61,60000,5
27-04-2016,600,test,limousine,1998,manuell,150,150000,4
23-03-2016,650,control,limousine,1993,manuell,90,150000,5
21-03-2016,3450,control,kombi,2004,manuell,204,150000,12
01-03-2016,2799,control,kombi,2002,automatik,133,150000,3
11-04-2016,15000,control,kombi,2007,automatik,218,100000,7
01-03-2016,6300,control,limousine,2003,manuell,218,150000,6
12-04-2016,1999,test,kombi,2001,manuell,131,150000,7
04-04-2016,1500,control,kleinwagen,2002,manuell,82,150000,11
18-04-2016,7000,control,limousine,2004,automatik,150,150000,9
07-04-2016,2499,control,limousine,2000,manuell,116,150000,6
08-04-2016,5750,control,kleinwagen,2008,manuell,90,90000,6
20-03-2016,5900,test,kombi,2005,manuell,163,150000,9
27-03-2016,6000,test,andere,1978,manuell,75,150000,10
22-04-2016,5890,test,limousine,2004,manuell,116,150000,9
17-04-2016,3900,test,kombi,2002,manuell,130,150000,10
19-04-2016,8500,control,limousine,2004,automatik,177,150000,8
13-03-2016,14800,control,Unknown,2007,automatik,286,150000,5
20-04-2016,3499,control,coupe,2005,manuell,200,150000,7
19-03-2016,1250,control,limousine,1999,manuell,116,150000,10
25-03-2016,999,control,limousine,1997,manuell,101,150000,7
09-04-2016,500,test,limousine,1993,manuell,150,150000,8
03-04-2016,24900,control,cabrio,2012,automatik,184,10000,6
05-03-2016,1500,control,kombi,2003,manuell,125,150000,5
11-03-2016,690,control,kleinwagen,1998,manuell,50,150000,12
01-03-2016,6000,test,kombi,2006,manuell,140,150000,6
12-04-2016,1500,control,kombi,2000,automatik,163,150000,11
09-04-2016,7999,test,limousine,2004,automatik,163,150000,1
27-03-2016,550,control,kleinwagen,1995,manuell,60,150000,9
08-04-2016,15900,test,limousine,2009,manuell,170,150000,11
05-04-2016,1800,test,limousine,1995,automatik,193,150000,3
13-03-2016,6999,control,limousine,2006,manuell,105,150000,11
20-04-2016,9800,control,limousine,2012,automatik,112,125000,4
12-04-2016,800,test,kombi,1991,manuell,115,150000,4
28-04-2016,8500,test,limousine,2002,manuell,241,80000,8
01-04-2016,3000,test,cabrio,1998,manuell,193,150000,7
10-03-2016,11498,test,suv,2005,manuell,174,150000,11
03-04-2016,16950,control,limousine,2011,manuell,205,150000,3
13-03-2016,5500,test,coupe,2000,manuell,179,150000,3
15-03-2016,24900,test,cabrio,2007,manuell,245,60000,2
14-03-2016,5200,test,coupe,2002,automatik,231,150000,4
26-03-2016,800,control,limousine,2000,manuell,180,150000,12
26-04-2016,2600,test,kombi,1999,manuell,150,150000,10
21-03-2016,6450,test,kleinwagen,2013,manuell,60,50000,2
08-04-2016,1550,test,limousine,2002,manuell,54,150000,3
08-04-2016,1290,control,limousine,2000,manuell,116,150000,4
25-04-2016,17900,test,limousine,2008,automatik,231,125000,7
15-04-2016,1150,test,limousine,2001,automatik,144,150000,2
05-03-2016,6700,control,kombi,2004,manuell,140,150000,11
26-03-2016,3750,test,limousine,2005,manuell,150,150000,2
22-04-2016,19000,test,coupe,1972,manuell,180,100000,2
01-03-2016,1999,test,cabrio,2001,manuell,101,150000,5
27-04-2016,38950,test,kombi,2012,automatik,381,150000,11
14-04-2016,10150,control,kleinwagen,2014,manuell,73,30000,3
07-04-2016,4399,control,kleinwagen,2009,manuell,68,80000,8
17-04-2016,3800,control,coupe,2005,manuell,105,150000,5
05-03-2016,7480,control,cabrio,2010,automatik,54,60000,3
15-04-2016,7350,control,cabrio,2007,manuell,150,150000,1
10-03-2016,2200,control,limousine,1999,manuell,150,150000,4
18-03-2016,18500,control,kleinwagen,2009,automatik,211,150000,9
30-03-2016,2450,control,limousine,2003,automatik,144,150000,4
08-03-2016,3500,control,kleinwagen,2004,manuell,101,150000,4
10-04-2016,18950,test,limousine,2008,manuell,177,125000,7
08-03-2016,4000,control,kombi,2004,automatik,163,150000,1
25-04-2016,1700,test,limousine,1991,manuell,90,100000,4
17-04-2016,5999,control,kleinwagen,2005,manuell,116,150000,7
11-03-2016,4250,test,limousine,2005,manuell,105,150000,4
05-03-2016,1650,test,kleinwagen,2001,manuell,60,150000,12
08-03-2016,11900,control,bus,2010,automatik,140,150000,11
16-04-2016,5790,test,limousine,2000,automatik,274,150000,7
18-03-2016,3499,control,Unknown,2005,manuell,155,150000,7
11-04-2016,1999,control,kleinwagen,2000,manuell,69,80000,7
08-04-2016,5000,test,kombi,2005,automatik,231,150000,11
04-04-2016,9999,test,limousine,2006,automatik,150,100000,1
30-03-2016,12500,test,kombi,2010,manuell,140,125000,9
01-04-2016,2900,control,limousine,2003,manuell,143,150000,4
28-03-2016,2500,control,kleinwagen,2001,manuell,50,5000,2
20-03-2016,3900,control,coupe,1999,manuell,136,150000,7
11-03-2016,1999,test,kleinwagen,2001,manuell,60,150000,4
25-04-2016,18900,control,limousine,2010,manuell,245,150000,11
14-03-2016,2490,test,kleinwagen,2003,manuell,54,125000,11
13-03-2016,900,control,kleinwagen,2001,manuell,60,60000,11
12-03-2016,8200,test,kleinwagen,2004,manuell,163,90000,4
05-03-2016,13600,test,bus,2005,manuell,131,150000,5
10-04-2016,500,control,Unknown,2016,manuell,60,150000,4
15-03-2016,2500,control,kleinwagen,2006,manuell,103,80000,1
16-04-2016,10001,control,kleinwagen,2014,manuell,73,20000,3
29-04-2016,9250,control,kombi,2009,manuell,140,150000,8
20-03-2016,2460,control,cabrio,2001,manuell,136,125000,3
02-03-2016,1750,test,limousine,1988,automatik,132,150000,6
18-04-2016,3300,control,suv,2003,manuell,114,150000,3
09-03-2016,12900,control,limousine,2009,automatik,239,150000,11
16-03-2016,3890,test,bus,2004,manuell,116,150000,1
13-03-2016,4500,control,kombi,2001,automatik,192,150000,3
26-03-2016,19900,test,coupe,2011,manuell,160,40000,4
19-03-2016,24990,control,kombi,2012,manuell,114,70000,10
10-04-2016,9999,control,cabrio,2006,manuell,200,100000,3
02-04-2016,8150,control,bus,2009,manuell,116,100000,10
08-04-2016,750,test,limousine,1998,manuell,100,150000,2
15-03-2016,500,test,kleinwagen,1997,manuell,60,125000,6
13-04-2016,1300,control,limousine,1991,manuell,109,150000,1
03-04-2016,999,test,kleinwagen,2005,manuell,82,150000,5
12-03-2016,2190,test,kombi,2000,manuell,150,150000,4
13-04-2016,650,control,kombi,1999,manuell,90,150000,4
03-04-2016,22900,control,limousine,2012,automatik,239,150000,4
11-04-2016,5555,test,bus,2010,manuell,120,150000,4
01-04-2016,9900,control,kombi,2006,automatik,185,125000,6
23-03-2016,1200,test,kleinwagen,1999,manuell,54,100000,3
20-04-2016,5900,control,limousine,2005,manuell,122,150000,5
25-03-2016,5950,test,kleinwagen,2009,manuell,60,90000,8
18-04-2016,9000,control,limousine,2009,automatik,99,70000,11
13-04-2016,4200,control,limousine,2003,manuell,140,150000,12
09-03-2016,5200,test,cabrio,1999,automatik,193,150000,8
07-04-2016,2590,test,limousine,1992,manuell,110,150000,6
19-03-2016,25750,test,limousine,2013,automatik,184,90000,3
26-03-2016,28000,control,limousine,2013,manuell,230,40000,12
23-03-2016,4950,control,kleinwagen,2009,automatik,76,80000,10
12-03-2016,13000,test,limousine,2004,automatik,260,150000,3
28-03-2016,550,test,limousine,1997,manuell,112,150000,8
12-03-2016,995,control,kombi,2005,manuell,106,150000,7
05-04-2016,1000,control,kombi,2003,manuell,103,150000,6
20-04-2016,7890,test,kleinwagen,2013,manuell,87,30000,4
22-04-2016,4300,test,suv,2005,manuell,123,150000,5
27-04-2016,2100,control,limousine,2000,manuell,137,150000,4
18-03-2016,735,test,kleinwagen,1999,manuell,60,150000,10
26-03-2016,1950,test,bus,1998,manuell,72,150000,7
25-03-2016,3500,control,kleinwagen,2006,manuell,59,60000,9
19-03-2016,9899,control,limousine,2008,automatik,177,150000,10
13-03-2016,5990,control,bus,2005,manuell,120,125000,7
14-03-2016,9650,control,kombi,2010,manuell,105,90000,8
08-04-2016,16000,control,cabrio,2008,automatik,231,150000,6
12-03-2016,3750,control,kombi,2006,manuell,109,150000,6
12-03-2016,5600,control,cabrio,1999,automatik,218,150000,7
03-04-2016,2700,control,kleinwagen,2007,manuell,68,100000,3
09-04-2016,3800,control,kleinwagen,2007,manuell,80,60000,12
22-03-2016,2000,control,kleinwagen,2002,automatik,41,125000,10
18-04-2016,3990,control,kombi,2002,automatik,101,150000,5
21-04-2016,5990,test,kombi,2007,manuell,140,150000,5
05-04-2016,2999,test,bus,2002,manuell,116,150000,9
30-03-2016,2500,control,bus,2003,manuell,128,150000,11
23-03-2016,3750,control,suv,1998,manuell,125,150000,3
07-04-2016,2300,test,kombi,1999,automatik,183,150000,6
10-03-2016,1680,control,kombi,2005,manuell,120,150000,2
08-03-2016,2130,control,Unknown,2016,manuell,90,150000,12
28-03-2016,12500,test,suv,2003,automatik,340,150000,7
25-03-2016,7300,test,suv,2010,manuell,129,125000,2
03-03-2016,29800,control,coupe,1971,Unknown,179,100000,10
04-03-2016,8000,control,kombi,2011,manuell,105,150000,11
25-04-2016,24500,test,kombi,2011,automatik,204,150000,4
18-04-2016,3100,control,kleinwagen,2005,manuell,80,125000,11
14-04-2016,6999,test,limousine,2000,automatik,224,150000,7
19-04-2016,15999,test,limousine,2010,automatik,136,90000,10
06-03-2016,21750,control,suv,2007,automatik,224,50000,3
03-03-2016,1150,control,kombi,1998,automatik,136,150000,11
18-04-2016,4200,control,kombi,2001,automatik,150,150000,10
29-04-2016,17900,test,cabrio,2007,manuell,250,90000,5
02-03-2016,9900,control,kombi,2008,automatik,170,150000,9
10-04-2016,7200,control,limousine,2005,manuell,163,150000,7
06-03-2016,2790,test,limousine,1999,automatik,150,150000,10
11-03-2016,27000,test,coupe,2014,automatik,122,40000,10
03-03-2016,14500,control,limousine,2008,automatik,340,150000,4
05-04-2016,1650,control,kleinwagen,2000,manuell,76,150000,10
30-04-2016,3500,control,kleinwagen,2007,manuell,45,125000,3
28-04-2016,8500,control,kombi,2009,manuell,80,100000,6
22-03-2016,1300,control,kleinwagen,2003,manuell,131,150000,4
14-03-2016,2400,control,coupe,1999,automatik,193,150000,7
27-03-2016,1100,test,kleinwagen,2000,manuell,60,150000,5
06-04-2016,13300,test,limousine,2014,manuell,120,30000,1
30-04-2016,650,control,kombi,2000,manuell,230,150000,7
07-04-2016,4690,test,kleinwagen,2008,manuell,86,150000,9
30-03-2016,4850,control,cabrio,2000,automatik,170,150000,6
10-04-2016,8500,control,kombi,2012,manuell,110,150000,7
30-04-2016,11300,control,bus,2013,manuell,114,30000,5
14-03-2016,6990,control,limousine,2006,manuell,150,150000,7
03-03-2016,700,test,kombi,2000,manuell,75,150000,7
16-04-2016,7650,test,kombi,2006,automatik,170,150000,5
28-03-2016,11975,test,bus,2009,manuell,160,70000,10
15-03-2016,3250,control,limousine,1992,automatik,220,150000,10
07-03-2016,11400,control,kombi,2010,manuell,125,70000,8
03-04-2016,6500,test,limousine,2006,manuell,116,100000,12
01-04-2016,4000,test,cabrio,1997,manuell,120,50000,3
06-04-2016,7750,control,limousine,2008,manuell,143,100000,3
05-03-2016,1900,control,kleinwagen,2002,manuell,60,150000,11
08-03-2016,8350,test,kleinwagen,2011,manuell,99,60000,8
18-04-2016,1750,test,kleinwagen,2005,manuell,60,125000,7
09-03-2016,2800,control,bus,1988,manuell,75,150000,7
01-04-2016,16800,control,coupe,2007,manuell,218,150000,2
26-04-2016,2495,control,limousine,2003,manuell,90,150000,6
17-04-2016,1350,control,kleinwagen,1998,manuell,90,150000,8
30-03-2016,700,control,limousine,1993,manuell,90,150000,12
18-04-2016,3450,test,limousine,1998,automatik,136,100000,10
03-04-2016,1300,test,kombi,2000,manuell,90,150000,6
06-03-2016,750,test,kleinwagen,1997,manuell,45,150000,5
27-03-2016,4747,test,kleinwagen,2010,manuell,68,70000,3
27-04-2016,1897,test,kombi,1997,manuell,125,150000,10
11-04-2016,1590,test,limousine,2002,manuell,75,150000,1
02-03-2016,950,test,limousine,2005,Unknown,60,125000,10
01-03-2016,38000,test,limousine,1966,automatik,250,5000,7
08-03-2016,2649,test,kombi,2005,manuell,105,150000,4
15-03-2016,35800,control,coupe,2009,manuell,340,50000,9
24-04-2016,2300,test,kleinwagen,2002,manuell,116,150000,9
07-04-2016,10900,control,kombi,2012,manuell,125,80000,3
30-04-2016,4299,control,bus,2006,automatik,120,150000,1
26-04-2016,3750,test,kombi,2001,manuell,131,150000,7
24-04-2016,3400,control,coupe,2003,manuell,160,150000,3
25-04-2016,6100,control,limousine,2010,manuell,109,125000,2
03-03-2016,8300,test,bus,2001,manuell,151,150000,2
07-04-2016,26800,test,limousine,2007,automatik,232,125000,2
11-04-2016,2399,control,limousine,2003,manuell,101,125000,9
25-03-2016,7100,control,kleinwagen,2011,manuell,75,40000,3
06-03-2016,23499,test,limousine,2011,automatik,186,150000,3
05-04-2016,8890,test,suv,2006,automatik,150,150000,11
07-04-2016,785,test,kleinwagen,1998,manuell,60,150000,7
01-04-2016,23000,test,kombi,2011,automatik,184,125000,7
11-03-2016,21000,control,cabrio,2006,automatik,245,125000,3
